CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Hungary,"HUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91882593148.752","89067144788.6378","88554021381.4897","91163845257.7894","92521753957.4112","92598006818.6146","95508477116.2323","99233310109.2015","102280792309.494","106862145054.194","111215808565.057","116488860191.132","121246878911.045","127094435738.786","132487847963.75","137828450764.325","138162240642.635","139624400124.85","130270187025.747","131135561228.374","133521021940.18","131555874425.412","134138295255.417","139765507284.051","145140270520.198","148333354673.725","154745522280.416","162628263153.827","",
IBRD only,"IBD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2098698764803.19","2151742310590.03","2231326108260.22","2336389610199","2519172214963.9","2659170026842.13","2791641147216.39","2919116559845.05","3119392077382.47","3350142974950.71","3600277047334.05","3828534449413.79","4088011340054.91","4395266679793.86","4651292977251.92","4851777853047.32","5178831210294.37","5396911705482.17","5568312054531.17","5801266534743.33","6036364054746.95","6153518199766.68","6315258366955.26","6389753003537.9","6677308715218.41","6965741936482.87","7262124382066.92","7609262196008.16","7892267025647.24","8117897458832.72","8281876811756.8","8364040715672.1","8438851663650.24","8690933988918.79","8919548550097.39","9251871868765.42","9703752190163.08","10192671358061.7","10398820692052.1","10727140732139.7","11330775204037.9","11701534623684.7","12182859484491.3","12832565203155.6","13820583740192.7","14775145110810.3","15945445478307","17298625270361.8","18258756715023.5","18628095997219.6","19989998671283","21189134224780.8","22255195796299.4","23360586839413.6","24358685885177.7","25293712392438.1","26377088025184.5","27664058166655.7","28938984484742.8","",
IDA & IBRD total,"IBT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2353969157936.77","2409635014794.43","2503832935346.98","2623104674476.14","2818938776396.62","2972600575358.96","3106255322662.27","3220298702103.7","3430751919748.92","3692142838885.23","3982755859136.75","4236962229835.17","4501123746468.34","4825123170653.24","5114997673349.91","5308241921455.84","5661447781961.11","5901082639982.15","6073174296222.42","6324946686824.01","6576385590832.24","6684472109799.55","6842472277085.84","6907470146650.06","7201690412895.92","7511527850435.14","7823557738468.73","8189190752636.56","8498102981382.95","8739791640233.32","8928549163696.53","9020105642775.21","9106029896121.31","9362616452921.73","9595744306446.96","9950410153932.54","10435145223630.9","10948444537364.6","11178399218806.5","11529869027693.2","12165345522806.8","12573221389724.1","13105081732778","13801976069633.9","14855831267263.3","15876983195719.8","17117063213881.1","18547191232225.6","19574172255390.8","20011004915130.2","21459875199665","22726438554198.1","23864921612113.2","25066122349493.5","26161463516644.7","27171104683203.7","28314316207851.1","29683812898609.7","31046394457175","",
IDA total,"IDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","247503000839.13","250318346851.051","264152608738.16","277831907238.035","291111833061.932","304589706477.69","306626779049.921","295131410938.912","305836037964.093","335422693041.606","374144075548.1","399418587364.461","405468271292.238","422866827648.201","455551098653.473","450298199907.854","476427827653.552","497617450837.862","499422232840.448","518211252977.525","534754779829.984","527172876159.572","525157656564.009","517389895233.53","525895431291.165","547502973072.235","564147190185.98","583887322247.274","609347132486.214","625697703170.432","650980530368.628","660650259023.235","672217594470.405","675687522513.184","679403747363.5","701669330626.902","734592793964.058","758302849334.791","782729844790.246","805881097297.013","836950380778.611","874774070083.824","926376344494.014","973675807679.72","1039352025696.39","1105953264668.26","1175087264891.37","1251081470251.65","1317934592985.96","1387326233498.74","1473978041035.03","1540714542714.82","1613077626488.43","1709794538892.51","1808357169030.41","1883347349789.45","1942738389616.76","2025125830798.38","2112952134535.76","",
IDA blend,"IDB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","104068669871.769","105398309404.956","109923299577.076","118584421818.756","124647247175.278","131568498988.259","130624374787.963","119126762980.505","121465655956.635","141619239174.556","168090094764.613","186586648029.465","194074293491.34","205055876694.797","223342956211.873","218158472692.446","232311992424.071","244517076502.975","242134880384.016","256774548633.619","270505093936.547","257334623033.846","253961573950.989","245205002455.646","249075559759.309","264192880281.539","271276266005.157","280969550743.298","298311912691.637","306976691261.254","327053536964.82","332483625668.428","342112868604.277","340537304230.717","342829099006.384","349189233955.09","364778901247.71","372525442040.637","382188976880.03","389565114934.532","404119869282.338","420252652578.753","452992315579.935","475371300479.639","511300576385.647","543387446944.441","575127505654.607","608885121825.276","635661817981.521","672528977063.599","714845949301.686","750347624739.152","784343713166.31","830772929014.335","880269255794.431","914150336020.849","928619385332.732","954463865005.324","988939886162.495","",
Indonesia,"IDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","60580597267.2392","64058314793.6083","65238254668.6196","63778855349.5244","66030056426.8482","66744230561.7269","68607293522.2791","69554350527.2295","77146332091.4747","82409484955.0241","88635220348.1984","94860955741.3726","101536931350.016","109765459425.779","118145693216.164","124026159828.575","132567301909.338","144181954870.16","153938848478.323","165213806159.438","181537058284.482","195927785588.603","200329196198.436","208728934024.014","223288878861.957","228786571622.488","242227885896.286","254159855613.23","268851562224.355","288898712661.287","309821137734.336","331235921596.565","352757997188.374","375674596363.267","404000352342.247","437209211196.907","471391045244.884","493545853299.545","428759443957.88","432151471748.063","453413616927.798","469933589927.666","491078136159.835","514553483744.125","540440020890.984","571204954434.658","602626663572.802","640863459320.349","679403088245.167","710851782010.38","755094160363.071","801681840622.493","850023661688.382","897261717986.534","942184637117.353","988128596686.365","1037861792572.64","1090454467115.45","1146844815417.11","",
IDA only,"IDX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","148675925462","150164944730.56","160265973316.94","164450670685.119","171764105616.084","178121981469.725","181841484017.253","184150499247.445","193526060331.483","200816056019.847","210227616232.081","214746267051.325","211678537835.321","217163363086.305","230643010902.546","231521077114.963","242929538137.559","251194913286.609","256555233449.504","258680414228.936","259419594046.628","268193197002.447","270244566570.994","272540430994.921","277222743803.373","282512952325.117","292250695936.647","302240616816.742","308931502702.939","316417949684.663","319870146799.264","323956907006.516","325204734227.768","330749451568.461","332092525308.925","348516273612.291","365781596642.058","382210369975.699","397204370315.2","413461548123.452","429934662717.118","451780749642.559","469417056190.345","494220386953.959","523251889157.245","557535781640.7","594868878364.702","637167458261.743","677630878011.535","709604321097.707","753586737944.595","784287534838.014","822485749585.957","872454910978.906","920992176055.278","962052825919.701","1008236396272.21","1065931616395.7","1119793077703.3","",
Isle of Man,"IMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1181654726.38243","1186604950.53505","1413312214.26005","1553178491.30268","1736909512.57198","1855804671.15943","1933506782.48312","1964539449.46517","1980006026.98112","2030857979.06815","2112166845.22059","2202586596.06596","2372537992.07996","2576138234.57132","2924155308.13047","3324566340.91224","3502043685.72041","3690319254.10742","3906903211.58621","4154123400.1516","4370137657.16909","4627976007.00112","4984330204.10861","5356015037.64866","5607747665.26824","5725510355.20857","5920177688.50433","6038581328.72817","6231815914.55295","6512247612.82085","6837860045.63227","6776319278.68921","7277766882.05914","7539766489.81327","","",
India,"IND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","148773240565.12","154311685268.911","158834757876.736","168355874365.044","180903353709.483","176135157184.686","176037703768.975","189814349385.377","196245125108.445","209078968136.597","219861650853.232","223473824717.617","222237341112.634","229561219659.359","232282292035.662","253535917382.899","257752482445.013","276451818260.547","292244217089.31","276935931059.836","295589841122.927","313343568872.088","324234555451.756","347867664947.465","361158776510.805","380135139299.924","398292538163.164","414086253764.644","453953579378.036","480951757294.595","507565004254.755","512929110762.338","541049915924.762","566753986666.965","604493704287.742","650281030594.288","699374141678.858","727697541481.731","772701383365.473","841052658954.873","873357417209.469","915487884378.979","950312817570.94","1025011030242.9","1106222004443.92","1193872737485.77","1290107626116.85","1388940385493.75","1431812781420.86","1544380310593.35","1675615335600.56","1763440111904.05","1859659734290.56","1978419583617.95","2125024977747.68","2294947367978.21","2482433701491.81","2660371790259.41","2841579538342.42","",
Not classified,"INX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Ireland,"IRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","37691202576.9001","38999045049.6466","41530008362.13","43490817890.4502","45343626536.7696","47908554776.0518","48576787085.6365","52565573025.8136","56343318029.1112","58074768666.9062","59863081995.4607","61853658593.5186","63266067412.4333","63111507681.2827","65859617798.1383","67891792067.0563","67600990792.5125","70753286581.7261","74444778510.2669","78772938051.8943","85442270874.2663","87090998724.8264","90002689716.3865","92426110420.5402","97745997363.5687","107163259568.557","115108589467.237","127659719241.178","138755064446.911","153329285306.613","167812387196.735","176670248836.595","187128802584.148","192780034501.664","205737461752.638","217464680665.984","228492099412.739","240657629408.819","229875245087.371","218199392507.127","222148757313.006","222911706772.089","223414851581.063","226434602684.886","245809905127.01","307661903751.453","318977141891.91","344958774769.011","373141461440.054","",
Iran, Islamic Rep.,"IRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","65295200248.1008","72789522861.812","79042458028.9802","84792366913.9433","92588125027.1191","108529645820.801","120728321489.5","134772482216.499","154729694763.349","180003022477.32","200024018295.243","228867865693.399","261859963330.961","284283821134.315","302753326357.499","295428717775.574","346341812219.606","332263402932.173","285573183090.369","255548064379.784","185204694919.49","175618428801.803","223404927722.203","242534030245.447","221226948008.915","225988223133.778","202923325011.975","204239317655.729","193218132849.522","204851553768.454","233190267070.579","262067109149.629","269495998150.691","272298750828.903","268182716269.156","274304418738.507","288494963935.126","289885644880.337","296198841513.622","298732699998.059","316232660519.805","318694970501.462","341849916532.911","371709086133.176","387969534587.92","400345002659.641","420361433133.513","454645159600.385","455785666778.382","460377185304.724","487069570463.768","499956057362.969","462736543548.842","461838494677.118","483098855135.677","476718833681.839","540581254038.189","560881092997.928","","",
Iraq,"IRQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","13470458420.987","13907465553.212","14539470473.9431","15320902259.1975","15893183620.0118","16595465246.3895","19269553452.7735","21676448411.2358","25399400712.0654","25881979812.2088","30296659549.7506","36619346782.51","45683999963.121","45351087832.7059","46908434203.177","40775947874.5009","40170326340.0621","40754361372.6313","42648457381.0556","46617016427.9371","46608141930.7714","45154650456.9053","71262089056.6555","25620782930.7993","33971161752.0081","44260969488.2902","45967022407.6695","46941533227.6609","52114859810.4336","63182980052.1758","85206731247.0945","100188005737.685","101597124725.723","103939260178.576","96767263419.0948","64736488915.1087","99796330468.1736","104187985160.487","114771608149.415","116352699697.206","125926324446.493","130181751588.159","138516722649.573","148969847232.097","169730925971.545","182630476345.383","183908889679.791","188465535167.112","217135784471.028","211719021955.317","210527582679.91","",
